tab	locations
location	age	age_sigma	age_unit	lat_n	lat_s	lon_e	lon_w	geologic_classes	lithologies	location_type	citations
ECMB	1779	3	Ma	45.53728	45.51387	265.76964	265.7369	Intrusive	Diabase	Region	This study
>>>>>>>>>>
tab	measurements
measurement	experiment	specimen	dir_csd	dir_dec	dir_inc	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp	citations	instrument_codes	method_codes	quality	sequence	standard	meas_n_orient	meas_temp	software_packages	magn_moment	magn_x_sigma	magn_y_sigma	magn_z_sigma
NED35-7a		NED35-7																This study	LP-NOMAG			
NED35-8a	NED35-8a_LP-DIR-AF	NED35-8		mc	169.7	36.2	1	11	-1	3.3	2.1	0.07	0.04	T	hargrave 2019-10-17 06:36:29	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-8a	NED35-8a_LP-DIR-AF	NED35-8		mc	200.4	80.7	1	11	0	3.3	2.1	0.07	0.04	T	hargrave 2019-10-17 06:36:29	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED35-8a		NED35-8																This study	LP-NOMAG			
NED35-9a	NED35-9a_LP-DIR-AF	NED35-9		mc	158.1	38.6	1	11	-1	3.1	1.3	0.07	0.04	T	hargrave 2019-10-17 07:43:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED35-9a	NED35-9a_LP-DIR-AF	NED35-9		mc	173.5	72.7	1	11	0	3.1	1.3	0.07	0.04	T	hargrave 2019-10-17 07:43:11	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED35-9a		NED35-9																This study	LP-NOMAG			
NED36-1a	NED36-1a_LP-DIR-AF	NED36-1		hc	206.5	9	2	13	-1	0	1.6	0.13	0.074	T	hargrave 2019-10-18 13:04:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED36-1a	NED36-1a_LP-DIR-AF	NED36-1		hc	271.0	40.2	2	13	0	0	1.6	0.13	0.074	T	hargrave 2019-10-18 13:04:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED36-1a	NED36-1a_LP-DIR-AF	NED36-1		lc	256.5	50.8	2	10	-1	51.7	18.4	0.01	0.001	T	hargrave 2019-10-18 13:04:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED36-1a	NED36-1a_LP-DIR-AF	NED36-1		lc	354.5	45.6	2	10	0	51.7	18.4	0.01	0.001	T	hargrave 2019-10-18 13:04:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED36-1a		NED36-1																This study	LP-NOMAG			
NED36-2a	NED36-2a_LP-DIR-AF	NED36-2		hc	214.0	5	2	10	-1	0	1	0.115	0.074	T	hargrave 2019-10-18 14:10:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED36-2a	NED36-2a_LP-DIR-AF	NED36-2		hc	277.3	36	2	10	0	0	1	0.115	0.074	T	hargrave 2019-10-18 14:10:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED36-2a	NED36-2a_LP-DIR-AF	NED36-2		lc	228.3	67.2	2	10	-1	56.6	14.2	0.01	0.001	T	hargrave 2019-10-18 14:10:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED36-2a	NED36-2a_LP-DIR-AF	NED36-2		lc	16.6	61.5	2	10	0	56.6	14.2	0.01	0.001	T	hargrave 2019-10-18 14:10:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED36-2a		NED36-2																This study	LP-NOMAG			
NED36-3a	NED36-3a_LP-DIR-AF	NED36-3		hc	216.9	5.9	2	13	-1	0	2.4	0.13	0.074	T	hargrave 2019-10-18 15:15:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED36-3a	NED36-3a_LP-DIR-AF	NED36-3		hc	272.1	36.8	2	13	0	0	2.4	0.13	0.074	T	hargrave 2019-10-18 15:15:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED36-3a	NED36-3a_LP-DIR-AF	NED36-3		lc	233.7	75.2	2	10	-1	64.9	7.6	0.01	0.001	T	hargrave 2019-10-18 15:15:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED36-3a	NED36-3a_LP-DIR-AF	NED36-3		lc	22.2	56	2	10	0	64.9	7.6	0.01	0.001	T	hargrave 2019-10-18 15:15:47	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED36-3a		NED36-3																This study	LP-NOMAG			
NED36-4a	NED36-4a_LP-DIR-AF	NED36-4		hc	214.1	-7.3	2	9	-1	0	1.7	0.13	0.09	T	hargrave 2019-10-18 16:21:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED36-4a	NED36-4a_LP-DIR-AF	NED36-4		hc	275.0	32.4	2	9	0	0	1.7	0.13	0.09	T	hargrave 2019-10-18 16:21:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED36-4a	NED36-4a_LP-DIR-AF	NED36-4		lc	175.7	47.8	2	10	-1	56.9	28.7	0.01	0.001	T	hargrave 2019-10-18 16:21:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED36-4a	NED36-4a_LP-DIR-AF	NED36-4		lc	76.4	82.5	2	10	0	56.9	28.7	0.01	0.001	T	hargrave 2019-10-18 16:21:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED36-4a		NED36-4																This study	LP-NOMAG			
NED36-5a	NED36-5a_LP-DIR-AF	NED36-5		hc	230.8	-4.5	2	14	-1	0	2.2	0.13	0.07	T	hargrave 2019-10-18 17:27:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED36-5a	NED36-5a_LP-DIR-AF	NED36-5		hc	282.5	27.6	2	14	0	0	2.2	0.13	0.07	T	hargrave 2019-10-18 17:27:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED36-5a	NED36-5a_LP-DIR-AF	NED36-5		lc	218.3	34.7	2	11	-1	28.2	9.3	0.012	0.001	T	hargrave 2019-10-18 17:27:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED36-5a	NED36-5a_LP-DIR-AF	NED36-5		lc	320.8	59	2	11	0	28.2	9.3	0.012	0.001	T	hargrave 2019-10-18 17:27:09	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED36-5a		NED36-5																This study	LP-NOMAG			
NED36-7a	NED36-7a_LP-DIR-AF	NED36-7		hc	232.9	-7.1	2	13	-1	0	1.5	0.13	0.074	T	hargrave 2019-10-18 18:34:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED36-7a	NED36-7a_LP-DIR-AF	NED36-7		hc	281.5	29.8	2	13	0	0	1.5	0.13	0.074	T	hargrave 2019-10-18 18:34:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED36-7a	NED36-7a_LP-DIR-AF	NED36-7		lc	192.1	38.6	2	14	-1	50.9	4.9	0.018	0.001	T	hargrave 2019-10-18 18:34:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED36-7a	NED36-7a_LP-DIR-AF	NED36-7		lc	3.5	72.2	2	14	0	50.9	4.9	0.018	0.001	T	hargrave 2019-10-18 18:34:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED36-7a		NED36-7																This study	LP-NOMAG			
NED36-8a	NED36-8a_LP-DIR-AF	NED36-8		hc	227.1	-6.7	2	13	-1	0	2.9	0.13	0.074	T	hargrave 2019-10-18 19:39:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED36-8a	NED36-8a_LP-DIR-AF	NED36-8		hc	277.7	31.8	2	13	0	0	2.9	0.13	0.074	T	hargrave 2019-10-18 19:39:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED36-8a	NED36-8a_LP-DIR-AF	NED36-8		lc	201.1	21.1	2	10	-1	28.3	12.4	0.01	0.001	T	hargrave 2019-10-18 19:39:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED36-8a	NED36-8a_LP-DIR-AF	NED36-8		lc	288.6	69.1	2	10	0	28.3	12.4	0.01	0.001	T	hargrave 2019-10-18 19:39:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED36-8a		NED36-8																This study	LP-NOMAG			
NED4-1b		NED4-1																This study	LP-NOMAG			
NED4-2b	NED4-2b_LP-DIR-AF	NED4-2		lc	180.7	39.7	1	9	-1	36.4	5.6	0.015	0.001	T	hargrave 2018-09-22 13:37:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-2b	NED4-2b_LP-DIR-AF	NED4-2		lc	340.9	64.7	1	9	0	36.4	5.6	0.015	0.001	T	hargrave 2018-09-22 13:37:45	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-2b		NED4-2																This study	LP-NOMAG			
NED4-3b	NED4-3b_LP-DIR-AF	NED4-3		lc	199.7	41.9	1	5	-1	47.7	9.2	0.005	0.001	T	hargrave 2018-09-22 14:22:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-3b	NED4-3b_LP-DIR-AF	NED4-3		lc	9.6	56.6	1	5	0	47.7	9.2	0.005	0.001	T	hargrave 2018-09-22 14:22:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-3b		NED4-3																This study	LP-NOMAG			
NED4-4b	NED4-4b_LP-DIR-AF	NED4-4		lc	134.6	48.2	1	6	-1	31.2	9.7	0.0075	0.001	T	hargrave 2018-09-22 15:07:29	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-4b	NED4-4b_LP-DIR-AF	NED4-4		lc	355.3	61.2	1	6	0	31.2	9.7	0.0075	0.001	T	hargrave 2018-09-22 15:07:29	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-4b		NED4-4																This study	LP-NOMAG			
NED4-5b	NED4-5b_LP-DIR-AF	NED4-5		lc	140.9	31.6	1	4	-1	48.5	7.4	0.004	0.001	T	hargrave 2018-09-22 15:51:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-5b	NED4-5b_LP-DIR-AF	NED4-5		lc	10.7	51.7	1	4	0	48.5	7.4	0.004	0.001	T	hargrave 2018-09-22 15:51:38	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-5b		NED4-5																This study	LP-NOMAG			
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		hc	34.8	70.3	2	4	-1	12.2	16.3	0.13	0.1	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		lc	140.6	47.5	2	4	-1	37.4	5.9	0.0175	0.01	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		lc	0.9	63	2	4	0	37.4	5.9	0.0175	0.01	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-6b	NED4-6b_LP-DIR-AF	NED4-6		hc	268.3	46.5	2	4	0	12.2	16.3	0.13	0.1	T	hargrave 2018-09-22 16:36:05	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-6b		NED4-6																This study	LP-NOMAG			
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		lc	146.0	33.7	2	3	-1	52.6	11.1	0.003	0.001	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		hc	17.2	75.9	2	4	-1	8.8	14.7	0.13	0.1	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		hc	266.2	55.3	2	4	0	8.8	14.7	0.13	0.1	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-7b	NED4-7b_LP-DIR-AF	NED4-7		lc	32.6	49.9	2	3	0	52.6	11.1	0.003	0.001	T	hargrave 2018-09-29 12:35:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-7b		NED4-7																This study	LP-NOMAG			
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		hc	86.2	43.5	2	3	-1	0	1.5	0.13	0.11	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		hc	289.9	40.1	2	3	0	0	1.5	0.13	0.11	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		lc	156.0	48.1	2	8	-1	40.5	4.9	0.0125	0.001	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED4-8b	NED4-8b_LP-DIR-AF	NED4-8		lc	2.1	62.9	2	8	0	40.5	4.9	0.0125	0.001	T	hargrave 2018-09-29 13:18:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED4-8b		NED4-8																This study	LP-NOMAG			
NED5-1b	NED5-1b_LP-DIR-AF	NED5-1		lc	312.0	30.2	1	3	-1	75.2	4.6	0.002	0	T	hargrave 2018-09-22 18:49:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
NED5-1b	NED5-1b_LP-DIR-AF	NED5-1		lc	148.6	10.7	1	3	0	75.2	4.6	0.002	0	T	hargrave 2018-09-22 18:49:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
NED5-1b		NED5-1																This study	LP-NOMAG			
NED5-2b	NED5-2b_LP-DIR-AF	NED5-2		lc	311.7	20.8	1	3	-1	73.3	3.3	0.002	0	T	hargrave 2018-09-22 19:32:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
NED5-2b	NED5-2b_LP-DIR-AF	NED5-2		lc	150.9	0.5	1	3	0	73.3	3.3	0.002	0	T	hargrave 2018-09-22 19:32:53	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
NED5-2b		NED5-2																This study	LP-NOMAG			
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		mc	155.1	58	2	10	-1	3	2.1	0.03	0.0075	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		lc	324.8	23.7	2	3	-1	70.8	2.9	0.002	0	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		lc	54.3	1.1	2	3	0	70.8	2.9	0.002	0	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
NED5-3b	NED5-3b_LP-DIR-AF	NED5-3		mc	186.9	76.9	2	10	0	3	2.1	0.03	0.0075	T	hargrave 2018-09-22 20:16:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED5-3b		NED5-3																This study	LP-NOMAG			
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		lc	306.2	27.1	2	3	-1	72.4	4.5	0.003	0.001	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		mc	149.1	61.7	2	7	-1	2.6	3.9	0.04	0.02	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		mc	190.5	75.8	2	7	0	2.6	3.9	0.04	0.02	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED5-4b	NED5-4b_LP-DIR-AF	NED5-4		lc	58.3	10.3	2	3	0	72.4	4.5	0.003	0.001	T	hargrave 2018-09-22 21:00:18	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
NED5-4b		NED5-4																This study	LP-NOMAG			
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		lc	354.9	-0.8	2	3	-1	82.1	1.7	0.003	0.001	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		mc	158.3	52.5	2	9	-1	10.3	3.9	0.045	0.0175	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		mc	138.7	77	2	9	0	10.3	3.9	0.045	0.0175	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED5-5b	NED5-5b_LP-DIR-AF	NED5-5		lc	44.7	-36.6	2	3	0	82.1	1.7	0.003	0.001	T	hargrave 2018-09-22 21:46:01	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
NED5-5b		NED5-5																This study	LP-NOMAG			
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		lc	347.9	-4.3	2	3	-1	86.4	1.8	0.003	0.001	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		mc	156.9	55	2	11	-1	5	2.2	0.05	0.015	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		mc	149.3	77	2	11	0	5	2.2	0.05	0.015	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED5-6b	NED5-6b_LP-DIR-AF	NED5-6		lc	45.0	-36.5	2	3	0	86.4	1.8	0.003	0.001	T	hargrave 2018-09-29 14:45:02	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
NED5-6b		NED5-6																This study	LP-NOMAG			
NED5-7b	NED5-7b_LP-DIR-AF	NED5-7		mc	161.8	70.5	1	9	-1	8.5	3.8	0.08	0.04	T	hargrave 2018-09-29 15:28:20	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED5-7b	NED5-7b_LP-DIR-AF	NED5-7		mc	160.0	83.8	1	9	0	8.5	3.8	0.08	0.04	T	hargrave 2018-09-29 15:28:20	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED5-7b		NED5-7																This study	LP-NOMAG			
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		lc	312.5	5.7	2	3	-1	90.7	2.8	0.003	0.001	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b		
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		mc	149.9	70.2	2	7	-1	14.4	16.1	0.06	0.03	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		lc	82.6	-9.8	2	3	0	90.7	2.8	0.003	0.001	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b		
NED5-8b	NED5-8b_LP-DIR-AF	NED5-8		mc	190.6	78.7	2	7	0	14.4	16.1	0.06	0.03	T	hargrave 2018-09-29 16:12:32	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED5-8b		NED5-8																This study	LP-NOMAG			
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		hc	231.6	36.8	2	3	-1	0	0.2	0.12	0.1	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		hc	270.6	39.8	2	3	0	0	0.2	0.12	0.1	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		mc	164.6	72.5	2	8	-1	39.4	3.6	0.03	0.0125	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED6-1b	NED6-1b_LP-DIR-AF	NED6-1		mc	194.7	77.2	2	8	0	39.4	3.6	0.03	0.0125	T	hargrave 2018-09-28 18:42:57	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED6-1b		NED6-1																This study	LP-NOMAG			
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		mc	122.0	72	2	4	-1	37.6	6.9	0.025	0.0175	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		hc	188.2	46	2	8	-1	19.1	10.5	0.13	0.07	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		mc	191.5	74.4	2	4	0	37.6	6.9	0.025	0.0175	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED6-2b	NED6-2b_LP-DIR-AF	NED6-2		hc	277.1	51.9	2	8	0	19.1	10.5	0.13	0.07	T	hargrave 2018-09-28 19:27:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED6-2b		NED6-2																This study	LP-NOMAG			
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		hc	232.1	42.1	2	8	-1	22.8	10.2	0.13	0.07	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		mc	188.4	58.3	2	6	-1	38.5	4.6	0.05	0.0275	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		hc	249.2	48.7	2	8	0	22.8	10.2	0.13	0.07	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED6-3b	NED6-3b_LP-DIR-AF	NED6-3		mc	200.0	70.1	2	6	0	38.5	4.6	0.05	0.0275	T	hargrave 2018-09-28 20:09:40	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED6-3b		NED6-3																This study	LP-NOMAG			
NED6-4b	NED6-4b_LP-DIR-AF	NED6-4		mc	203.9	44.1	1	5	-1	26.8	4.9	0.04	0.025	T	hargrave 2018-09-28 20:52:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
NED6-4b	NED6-4b_LP-DIR-AF	NED6-4		mc	204.1	69.7	1	5	0	26.8	4.9	0.04	0.025	T	hargrave 2018-09-28 20:52:50	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g		
NED6-4b		NED6-4																This study	LP-NOMAG			
NED6-5b	NED6-5b_LP-DIR-AF	NED6-5		hc	177.9	42.7	2	5	-1	0	8.7	0.13	0.09	T	hargrave 2018-09-28 21:35:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g		
NED6-5b	NED6-5b_LP-DIR-AF	NED6-5		hc	263.5	48.7	2	5	0	0	8.7	0.13	0.09	T	hargrave 2018-09-28 21:35:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g		
NED6-5b	NED6-5b_LP-DIR-AF	NED6-5		mc	144.7	67.8	2	7	-1	19.5	3.6	0.02	0.005	T	hargrave 2018-09-28 21:35:08	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g		
