tab	specimens																							
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
NED7-7b	NED7-7b_LP-DIR-AF	NED7-7		lc	346.3	9.9	1	4	-1	24.3	0.8	0.015	0.0075	T	hargrave 2018-09-29 05:25:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-7b	NED7-7b_LP-DIR-AF	NED7-7		lc	352.9	-10.5	1	4	0	24.3	0.8	0.015	0.0075	T	hargrave 2018-09-29 05:25:37	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-7b		NED7-7																This study	LP-NOMAG				ECMB	NED7
NED7-8b	NED7-8b_LP-DIR-AF	NED7-8		lc	303.8	1.5	2	5	-1	37.1	0.6	0.02	0.01	T	hargrave 2018-09-29 06:08:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-8b	NED7-8b_LP-DIR-AF	NED7-8		mc	189.6	63.8	2	4	-1	7.7	1.6	0.075	0.06	T	hargrave 2018-09-29 06:08:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED7
NED7-8b	NED7-8b_LP-DIR-AF	NED7-8		mc	237.9	76.5	2	4	0	7.7	1.6	0.075	0.06	T	hargrave 2018-09-29 06:08:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-8b	NED7-8b_LP-DIR-AF	NED7-8		lc	342.9	-5.7	2	5	0	37.1	0.6	0.02	0.01	T	hargrave 2018-09-29 06:08:04	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED7
NED7-8b		NED7-8																This study	LP-NOMAG				ECMB	NED7
NED8-1b	NED8-1b_LP-DIR-AF	NED8-1		mc	198.5	4.2	1	7	-1	6.1	1.3	0.06	0.03	T	hargrave 2018-09-29 06:50:16	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-1b	NED8-1b_LP-DIR-AF	NED8-1		mc	194.1	71.4	1	7	0	6.1	1.3	0.06	0.03	T	hargrave 2018-09-29 06:50:16	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-1b		NED8-1																This study	LP-NOMAG				ECMB	NED8
NED8-2b	NED8-2b_LP-DIR-AF	NED8-2		mc	186.9	2.8	1	7	-1	10.3	1.7	0.06	0.03	T	hargrave 2018-09-29 07:32:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-2b	NED8-2b_LP-DIR-AF	NED8-2		mc	201.7	83.1	1	7	0	10.3	1.7	0.06	0.03	T	hargrave 2018-09-29 07:32:48	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-2b		NED8-2																This study	LP-NOMAG				ECMB	NED8
NED8-3b	NED8-3b_LP-DIR-AF	NED8-3		hc	180.7	36.4	2	5	-1	0	2.6	0.13	0.09	T	hargrave 2018-09-29 08:15:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED8
NED8-3b	NED8-3b_LP-DIR-AF	NED8-3		hc	282.9	52.6	2	5	0	0	2.6	0.13	0.09	T	hargrave 2018-09-29 08:15:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED8
NED8-3b	NED8-3b_LP-DIR-AF	NED8-3		mc	189.9	0.5	2	9	-1	12	1	0.07	0.03	T	hargrave 2018-09-29 08:15:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-3b	NED8-3b_LP-DIR-AF	NED8-3		mc	202.2	80	2	9	0	12	1	0.07	0.03	T	hargrave 2018-09-29 08:15:46	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-3b		NED8-3																This study	LP-NOMAG				ECMB	NED8
NED8-4b	NED8-4b_LP-DIR-AF	NED8-4		hc	186.7	53.5	2	5	-1	0	4.4	0.13	0.09	T	hargrave 2018-09-29 09:00:12	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR	g			ECMB	NED8
NED8-4b	NED8-4b_LP-DIR-AF	NED8-4		hc	279.1	47.2	2	5	0	0	4.4	0.13	0.09	T	hargrave 2018-09-29 09:00:12	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL-A:DA-DIR-GEO	g			ECMB	NED8
NED8-4b	NED8-4b_LP-DIR-AF	NED8-4		mc	191.2	12.9	2	5	-1	18.6	1.6	0.06	0.04	T	hargrave 2018-09-29 09:00:12	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-4b	NED8-4b_LP-DIR-AF	NED8-4		mc	205.7	78.8	2	5	0	18.6	1.6	0.06	0.04	T	hargrave 2018-09-29 09:00:12	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-4b		NED8-4																This study	LP-NOMAG				ECMB	NED8
NED8-5b	NED8-5b_LP-DIR-AF	NED8-5		lc	165.3	21.3	2	7	-1	21.3	10.3	0.0125	0.002	T	hargrave 2018-09-29 09:42:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-5b	NED8-5b_LP-DIR-AF	NED8-5		mc	191.5	11.6	2	5	-1	11.1	2.1	0.06	0.04	T	hargrave 2018-09-29 09:42:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-5b	NED8-5b_LP-DIR-AF	NED8-5		lc	330.5	71.9	2	7	0	21.3	10.3	0.0125	0.002	T	hargrave 2018-09-29 09:42:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-5b	NED8-5b_LP-DIR-AF	NED8-5		mc	199.8	78.6	2	5	0	11.1	2.1	0.06	0.04	T	hargrave 2018-09-29 09:42:39	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-5b		NED8-5																This study	LP-NOMAG				ECMB	NED8
NED8-6b	NED8-6b_LP-DIR-AF	NED8-6		lc	158.9	23.4	2	7	-1	29.5	8.2	0.01	0.001	T	hargrave 2018-09-29 10:25:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-6b	NED8-6b_LP-DIR-AF	NED8-6		mc	188.7	6.2	2	8	-1	11.8	1.7	0.08	0.045	T	hargrave 2018-09-29 10:25:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-6b	NED8-6b_LP-DIR-AF	NED8-6		lc	335.6	62.6	2	7	0	29.5	8.2	0.01	0.001	T	hargrave 2018-09-29 10:25:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-6b	NED8-6b_LP-DIR-AF	NED8-6		mc	207.9	81.2	2	8	0	11.8	1.7	0.08	0.045	T	hargrave 2018-09-29 10:25:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-6b		NED8-6																This study	LP-NOMAG				ECMB	NED8
NED8-7b	NED8-7b_LP-DIR-AF	NED8-7		mc	194.4	25.8	1	5	-1	5.8	2.5	0.07	0.05	T	hargrave 2018-09-29 11:09:19	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED8
NED8-7b	NED8-7b_LP-DIR-AF	NED8-7		mc	211.7	77	1	5	0	5.8	2.5	0.07	0.05	T	hargrave 2018-09-29 11:09:19	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED8
NED8-7b		NED8-7																This study	LP-NOMAG				ECMB	NED8
NED8-8b	NED8-8b_LP-DIR-AF	NED8-8		mc	274.2	23.1	1	5	-1	10.2	1.5	0.06	0.04	T	hargrave 2018-09-29 11:52:07	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED8
NED8-8b	NED8-8b_LP-DIR-AF	NED8-8		mc	223.7	5.6	1	5	0	10.2	1.5	0.06	0.04	T	hargrave 2018-09-29 11:52:07	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED8
NED8-8b		NED8-8																This study	LP-NOMAG				ECMB	NED8
NED9-1b	NED9-1b_LP-DIR-AF	NED9-1		lc	213.1	31.7	2	6	-1	28.9	2.9	0.0075	0.001	T	hargrave 2018-10-05 17:56:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-1b	NED9-1b_LP-DIR-AF	NED9-1		mc	172.3	42.7	2	11	-1	2.9	1.1	0.07	0.025	T	hargrave 2018-10-05 17:56:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-1b	NED9-1b_LP-DIR-AF	NED9-1		mc	11.2	79.4	2	11	0	2.9	1.1	0.07	0.025	T	hargrave 2018-10-05 17:56:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-1b	NED9-1b_LP-DIR-AF	NED9-1		lc	253.5	62.2	2	6	0	28.9	2.9	0.0075	0.001	T	hargrave 2018-10-05 17:56:35	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-1b		NED9-1																This study	LP-NOMAG				ECMB	NED9
NED9-2b	NED9-2b_LP-DIR-AF	NED9-2		mc	190.8	37.6	2	6	-1	11.2	2	0.055	0.03	T	hargrave 2018-10-05 18:40:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED9
NED9-2b	NED9-2b_LP-DIR-AF	NED9-2		lc	219.8	16.5	2	5	-1	15.5	1	0.005	0.001	T	hargrave 2018-10-05 18:40:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-2b	NED9-2b_LP-DIR-AF	NED9-2		mc	213.1	77.6	2	6	0	11.2	2	0.055	0.03	T	hargrave 2018-10-05 18:40:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED9
NED9-2b	NED9-2b_LP-DIR-AF	NED9-2		lc	229.6	45.2	2	5	0	15.5	1	0.005	0.001	T	hargrave 2018-10-05 18:40:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-2b		NED9-2																This study	LP-NOMAG				ECMB	NED9
NED9-3b	NED9-3b_LP-DIR-AF	NED9-3		mc	191.7	16.2	2	9	-1	15.6	6.9	0.08	0.04	T	hargrave 2018-10-05 19:25:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED9
NED9-3b	NED9-3b_LP-DIR-AF	NED9-3		lc	255.7	-1	2	4	-1	26.9	0.9	0.005	0.002	T	hargrave 2018-10-05 19:25:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-3b	NED9-3b_LP-DIR-AF	NED9-3		lc	245.2	10.6	2	4	0	26.9	0.9	0.005	0.002	T	hargrave 2018-10-05 19:25:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-3b	NED9-3b_LP-DIR-AF	NED9-3		mc	193.4	65.8	2	9	0	15.6	6.9	0.08	0.04	T	hargrave 2018-10-05 19:25:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED9
NED9-3b		NED9-3																This study	LP-NOMAG				ECMB	NED9
NED9-4b	NED9-4b_LP-DIR-AF	NED9-4		lc	265.5	3.5	2	3	-1	35.9	0.5	0.005	0.003	T	hargrave 2018-10-05 20:07:56	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-4b	NED9-4b_LP-DIR-AF	NED9-4		mc	183.2	23.6	2	9	-1	11.7	4.7	0.07	0.03	T	hargrave 2018-10-05 20:07:56	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED9
NED9-4b	NED9-4b_LP-DIR-AF	NED9-4		lc	252.4	5.7	2	3	0	35.9	0.5	0.005	0.003	T	hargrave 2018-10-05 20:07:56	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-4b	NED9-4b_LP-DIR-AF	NED9-4		mc	171.8	70.5	2	9	0	11.7	4.7	0.07	0.03	T	hargrave 2018-10-05 20:07:56	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED9
NED9-4b		NED9-4																This study	LP-NOMAG				ECMB	NED9
NED9-5b	NED9-5b_LP-DIR-AF	NED9-5		mc	174.5	17	2	6	-1	7.6	2.5	0.05	0.0275	T	hargrave 2018-10-05 20:50:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED9
NED9-5b	NED9-5b_LP-DIR-AF	NED9-5		lc	55	-26	2	4	-1	131	6.5	0.004	0.001	T	hargrave 2018-10-05 20:50:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-5b	NED9-5b_LP-DIR-AF	NED9-5		lc	114.4	-42.6	2	4	0	131	6.5	0.004	0.001	T	hargrave 2018-10-05 20:50:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-5b	NED9-5b_LP-DIR-AF	NED9-5		mc	192	65.6	2	6	0	7.6	2.5	0.05	0.0275	T	hargrave 2018-10-05 20:50:28	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED9
NED9-5b		NED9-5																This study	LP-NOMAG				ECMB	NED9
NED9-6b	NED9-6b_LP-DIR-AF	NED9-6		lc	58.7	36.5	2	3	-1	50.7	1	0.005	0.003	T	hargrave 2018-10-05 21:35:43	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-6b	NED9-6b_LP-DIR-AF	NED9-6		mc	188.4	7.2	2	13	-1	8.6	3.9	0.07	0.02	T	hargrave 2018-10-05 21:35:43	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED9
NED9-6b	NED9-6b_LP-DIR-AF	NED9-6		mc	225.5	66.8	2	13	0	8.6	3.9	0.07	0.02	T	hargrave 2018-10-05 21:35:43	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED9
NED9-6b	NED9-6b_LP-DIR-AF	NED9-6		lc	67.5	-4.4	2	3	0	50.7	1	0.005	0.003	T	hargrave 2018-10-05 21:35:43	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-6b		NED9-6																This study	LP-NOMAG				ECMB	NED9
NED9-7b	NED9-7b_LP-DIR-AF	NED9-7		lc	321.5	76.6	2	6	-1	38.9	0.6	0.005	0	T	hargrave 2018-10-05 22:18:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-7b	NED9-7b_LP-DIR-AF	NED9-7		mc	158.6	37.8	2	11	-1	7.5	2.2	0.05	0.015	T	hargrave 2018-10-05 22:18:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED9
NED9-7b	NED9-7b_LP-DIR-AF	NED9-7		mc	166.6	73.2	2	11	0	7.5	2.2	0.05	0.015	T	hargrave 2018-10-05 22:18:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED9
NED9-7b	NED9-7b_LP-DIR-AF	NED9-7		lc	66.4	29.1	2	6	0	38.9	0.6	0.005	0	T	hargrave 2018-10-05 22:18:34	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-7b		NED9-7																This study	LP-NOMAG				ECMB	NED9
NED9-8b	NED9-8b_LP-DIR-AF	NED9-8		lc	244.7	54.1	2	5	-1	18.3	0.3	0.004	0	T	hargrave 2018-10-05 23:01:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	b			ECMB	NED9
NED9-8b	NED9-8b_LP-DIR-AF	NED9-8		mc	157.1	41.9	2	8	-1	13.5	2.9	0.055	0.025	T	hargrave 2018-10-05 23:01:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NED9
NED9-8b	NED9-8b_LP-DIR-AF	NED9-8		lc	21.7	49.2	2	5	0	18.3	0.3	0.004	0	T	hargrave 2018-10-05 23:01:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	b			ECMB	NED9
NED9-8b	NED9-8b_LP-DIR-AF	NED9-8		mc	171.8	73	2	8	0	13.5	2.9	0.055	0.025	T	hargrave 2018-10-05 23:01:10	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NED9
NED9-8b		NED9-8																This study	LP-NOMAG				ECMB	NED9
NWD1-10a	NWD1-10a_LP-DIR-T	NWD1-10		mt	134.4	18.5	1	18	-1	5.1	4.3	853	623	K	hargrave 2019-01-26 13:32:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-10a	NWD1-10a_LP-DIR-T	NWD1-10		mt	297.8	46.9	1	18	0	5.1	4.3	853	623	K	hargrave 2019-01-26 13:32:44	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-10a		NWD1-10																This study	LP-NOMAG				ECMB	NWD1
NWD1-10b	NWD1-10b_LP-DIR-AF	NWD1-10		lc	116.1	23.9	3	4	-1	10	0.4	0.02	0.0125	T	hargrave 2018-10-06 17:16:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-10b	NWD1-10b_LP-DIR-AF	NWD1-10		hc	42.3	53.3	3	10	-1	47.6	8.9	0.13	0.06	T	hargrave 2018-10-06 17:16:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-10b	NWD1-10b_LP-DIR-AF	NWD1-10		llc	166.8	0.2	3	5	-1	39.2	1.9	0.0075	0.002	T	hargrave 2018-10-06 17:16:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-10b	NWD1-10b_LP-DIR-AF	NWD1-10		lc	287.9	30.8	3	4	0	10	0.4	0.02	0.0125	T	hargrave 2018-10-06 17:16:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-10b	NWD1-10b_LP-DIR-AF	NWD1-10		llc	358.9	67.1	3	5	0	39.2	1.9	0.0075	0.002	T	hargrave 2018-10-06 17:16:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-10b	NWD1-10b_LP-DIR-AF	NWD1-10		hc	238.9	-9	3	10	0	47.6	8.9	0.13	0.06	T	hargrave 2018-10-06 17:16:17	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-10b		NWD1-10																This study	LP-NOMAG				ECMB	NWD1
NWD1-11a	NWD1-11a_LP-DIR-T	NWD1-11		mt	109.2	20.6	1	13	-1	18.8	3.6	833	673	K	hargrave 2019-01-26 13:33:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-11a	NWD1-11a_LP-DIR-T	NWD1-11		mt	288.7	22.3	1	13	0	18.8	3.6	833	673	K	hargrave 2019-01-26 13:33:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-11a		NWD1-11																This study	LP-NOMAG				ECMB	NWD1
NWD1-11b	NWD1-11b_LP-DIR-AF	NWD1-11		hc	82.5	53.5	3	11	-1	50.9	9.5	0.13	0.055	T	hargrave 2018-10-06 18:06:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-11b	NWD1-11b_LP-DIR-AF	NWD1-11		mc	118.5	16.9	3	5	-1	11.2	1.5	0.02	0.01	T	hargrave 2018-10-06 18:06:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-11b	NWD1-11b_LP-DIR-AF	NWD1-11		lc	169.6	-5.9	3	5	-1	42	1.1	0.005	0.001	T	hargrave 2018-10-06 18:06:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-11b	NWD1-11b_LP-DIR-AF	NWD1-11		lc	6.5	68.5	3	5	0	42	1.1	0.005	0.001	T	hargrave 2018-10-06 18:06:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-11b	NWD1-11b_LP-DIR-AF	NWD1-11		hc	252.3	6	3	11	0	50.9	9.5	0.13	0.055	T	hargrave 2018-10-06 18:06:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-11b	NWD1-11b_LP-DIR-AF	NWD1-11		mc	293.7	30.6	3	5	0	11.2	1.5	0.02	0.01	T	hargrave 2018-10-06 18:06:59	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-11b		NWD1-11																This study	LP-NOMAG				ECMB	NWD1
NWD1-12a	NWD1-12a_LP-DIR-T	NWD1-12		mt	120.3	18.9	1	12	-1	13.3	5.4	828	673	K	hargrave 2019-01-26 13:42:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-12a	NWD1-12a_LP-DIR-T	NWD1-12		mt	295.7	31.8	1	12	0	13.3	5.4	828	673	K	hargrave 2019-01-26 13:42:58	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-12a		NWD1-12																This study	LP-NOMAG				ECMB	NWD1
NWD1-12b	NWD1-12b_LP-DIR-AF	NWD1-12		hc	58.5	49.7	3	9	-1	58.4	15.7	0.13	0.065	T	hargrave 2018-10-06 18:51:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-12b	NWD1-12b_LP-DIR-AF	NWD1-12		lc	156.9	-18	3	5	-1	35	2.4	0.005	0.001	T	hargrave 2018-10-06 18:51:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-12b	NWD1-12b_LP-DIR-AF	NWD1-12		mc	127.4	14.6	3	5	-1	6.5	1.4	0.02	0.01	T	hargrave 2018-10-06 18:51:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-12b	NWD1-12b_LP-DIR-AF	NWD1-12		mc	301.2	38.5	3	5	0	6.5	1.4	0.02	0.01	T	hargrave 2018-10-06 18:51:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-12b	NWD1-12b_LP-DIR-AF	NWD1-12		hc	256.2	-11.6	3	9	0	58.4	15.7	0.13	0.065	T	hargrave 2018-10-06 18:51:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-12b	NWD1-12b_LP-DIR-AF	NWD1-12		lc	2.6	53.9	3	5	0	35	2.4	0.005	0.001	T	hargrave 2018-10-06 18:51:36	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
NWD1-12b		NWD1-12																This study	LP-NOMAG				ECMB	NWD1
NWD1-13a	NWD1-13a_LP-DIR-AF	NWD1-13		hc	233.1	-78.9	3	15	-1	76.8	9.7	0.13	0.066	T	hargrave 2019-10-18 20:44:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-13a	NWD1-13a_LP-DIR-AF	NWD1-13		lc	234.6	75.4	3	5	-1	25.3	0.9	0.005	0.001	T	hargrave 2019-10-18 20:44:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-13a	NWD1-13a_LP-DIR-AF	NWD1-13		mc	209.8	43.8	3	6	-1	6.6	1.2	0.02	0.01	T	hargrave 2019-10-18 20:44:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR	g			ECMB	NWD1
NWD1-13a	NWD1-13a_LP-DIR-AF	NWD1-13		lc	351.7	77.7	3	5	0	25.3	0.9	0.005	0.001	T	hargrave 2019-10-18 20:44:52	pmagpy-4.2.25: demag_gui	u	This study	LP-DIR-AF:DE-BFL:DA-DIR-GEO	g			ECMB	NWD1
